"fips","region","abb","polyname","work.own","intel.own","trust.own","work.oth","intel.oth","trust.oth","age","educ","hhinc","race","wave.race","prim.08","clinton.therm","obama.therm","vote.08","gen.08","gen.04","party.id","ideol","wt.345","female","obama.vote.gen","obama.vote.prim","obama.kerry.dum","obama.kerry.dum2","obama.kerry.3","kerry.no.08","oc.therm.dum","oc.therm.lin"
6,4,"CA","california",25,25,25,36,25,25,67,4,16,1,5,NA,NA,NA,1,1,NA,7,6,NA,1,0,NA,NA,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,NA,NA,1,NA,0,NA,0,NA,NA,NA
36,1,"NY","new york",12,12,12,12,12,13,35,4,10,1,5,NA,NA,NA,1,2,2,6,5,NA,1,1,NA,0,NA,-1,NA,NA,NA
4,4,"AZ","arizona",49,50,50,49,49,49,56,6,15,1,5,NA,NA,NA,1,2,1,1,2,NA,1,1,NA,0,0,0,0,NA,NA
4,4,"AZ","arizona",7.5,7.5,25.5,92.5,68.5,74.5,45,6,19,1,5,NA,NA,NA,1,1,NA,7,4,NA,1,0,NA,NA,NA,0,NA,NA,NA
6,4,"CA","california",50,49.5,49.5,48.5,49.5,49,64,8,15,1,5,NA,NA,NA,1,2,1,1,3,NA,1,1,NA,0,0,0,0,NA,NA
19,2,"IA","iowa",50,50,50,49,50,50,60,6,12,1,5,NA,NA,NA,1,2,1,3,4,NA,1,1,NA,0,0,0,0,NA,NA
36,1,"NY","new york",24,24,25,24,24,24,44,7,16,1,5,NA,NA,NA,1,2,NA,2,4,NA,1,1,NA,0,NA,0,NA,NA,NA
4,4,"AZ","arizona",49.5,49.5,49.5,49.5,49.5,49.5,47,7,14,1,5,NA,NA,NA,1,2,1,3,2,NA,1,1,NA,0,0,0,0,NA,NA
47,3,"TN","tennessee",12.5,12,24.5,12,12,24.5,45,6,13,1,5,NA,NA,NA,1,2,NA,2,5,NA,1,1,NA,0,NA,0,NA,NA,NA
4,4,"AZ","arizona",24,25,25,25,25,25,53,6,17,1,5,NA,NA,NA,1,1,NA,7,7,NA,0,0,NA,NA,NA,0,NA,NA,NA
4,4,"AZ","arizona",42.5,31.5,40.5,44.5,37,44.5,52,4,11,1,5,NA,NA,NA,1,1,2,7,6,NA,0,0,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",35,34,35,84,65,90,40,4,4,4,5,NA,NA,NA,NA,NA,NA,5,6,NA,1,NA,NA,NA,NA,0,NA,NA,NA
13,3,"GA","georgia",25,25,24,24,25,25,34,7,10,2,5,NA,NA,NA,1,2,NA,1,2,NA,1,1,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",24,11,11,36,25,24,62,6,14,1,5,NA,NA,NA,1,2,2,2,3,NA,0,1,NA,0,NA,-1,NA,NA,NA
17,2,"IL","illinois",50,50,50,49,50,50,47,4,14,1,5,NA,NA,NA,1,1,2,7,6,NA,1,0,NA,0,NA,0,NA,NA,NA
48,3,"TX","texas",25,36,36,38,37,62,89,6,14,2,5,NA,NA,NA,1,2,NA,1,2,NA,1,1,NA,0,NA,0,NA,NA,NA
55,2,"WI","wisconsin",36.5,56,55.5,31,56,50,67,3,8,1,5,NA,NA,NA,1,1,2,7,6,NA,0,0,NA,0,NA,0,NA,NA,NA
8,4,"CO","colorado",50,49.5,49.5,49.5,49.5,50,35,6,12,1,5,NA,NA,NA,1,2,1,1,3,NA,1,1,NA,0,0,0,0,NA,NA
39,2,"OH","ohio",62,63,49,50,50,49,50,7,8,1,5,NA,NA,NA,NA,NA,1,1,2,NA,1,NA,NA,NA,NA,0,NA,NA,NA
32,4,"NV","nevada",34,34,34.5,34.5,34.5,34.5,45,4,14,1,5,NA,NA,NA,1,1,2,1,2,NA,1,0,NA,0,NA,0,NA,NA,NA
32,4,"NV","nevada",12.5,12.5,31,18.5,31,30.5,50,5,8,1,5,NA,NA,NA,1,2,NA,5,4,NA,0,1,NA,0,NA,0,NA,NA,NA
50,1,"VT","vermont",50,44,36,62,53,37,60,5,14,1,5,NA,NA,NA,1,2,NA,5,5,NA,0,1,NA,0,NA,0,NA,NA,NA
45,3,"SC","south carolina",31.5,6.5,25.5,37,12,37.5,62,7,13,1,5,NA,NA,NA,1,1,2,7,6,NA,1,0,NA,0,NA,0,NA,NA,NA
45,3,"SC","south carolina",26,25,25,25,25,25,47,4,12,1,5,NA,NA,NA,NA,NA,NA,6,5,NA,0,NA,NA,NA,NA,0,NA,NA,NA
12,3,"FL","florida",0,0,30,0,0,35,54,2,6,2,5,NA,NA,NA,1,2,NA,1,1,NA,0,1,NA,0,NA,0,NA,NA,NA
42,1,"PA","pennsylvania",30,35,33,22,21,23,51,2,10,1,5,NA,NA,NA,NA,NA,NA,1,4,NA,1,NA,NA,NA,NA,0,NA,NA,NA
29,2,"MO","missouri",15,16,36,26,25,31,55,7,15,1,5,NA,NA,NA,1,1,2,6,4,NA,1,0,NA,0,NA,0,NA,NA,NA
17,2,"IL","illinois",31,43.5,37.5,36.5,43.5,37,58,7,19,1,5,NA,NA,NA,1,1,NA,6,4,NA,1,0,NA,NA,NA,0,NA,NA,NA
48,3,"TX","texas",30,28,25.5,36.5,12.5,20,54,7,15,1,5,NA,NA,NA,1,1,2,7,6,NA,1,0,NA,0,NA,0,NA,NA,NA
48,3,"TX","texas",25,24,25,24,25,25,44,7,12,1,5,NA,NA,NA,1,2,NA,1,4,NA,1,1,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",18,18,18.5,18,18,19,47,8,19,1,5,NA,NA,NA,0,NA,NA,1,2,NA,1,NA,NA,NA,NA,0,NA,NA,NA
6,4,"CA","california",30,30,29,34,30,40,30,4,10,1,5,NA,NA,NA,1,1,NA,6,6,NA,1,0,NA,NA,NA,0,NA,NA,NA
27,2,"MN","minnesota",24.5,31,23.5,21,38,28.5,60,5,16,1,5,NA,NA,NA,1,2,1,1,3,NA,0,1,NA,0,0,0,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
48,3,"TX","texas",74,63,49,87,74,74,63,7,16,1,5,NA,NA,NA,1,1,2,6,7,NA,0,0,NA,0,NA,0,NA,NA,NA
48,3,"TX","texas",11,18,25,11,24,24,35,6,17,1,5,NA,NA,NA,NA,NA,NA,3,4,NA,1,NA,NA,NA,NA,0,NA,NA,NA
24,3,"MD","maryland",37,25,25,47,36,36,43,6,14,1,5,NA,NA,NA,NA,NA,2,7,6,NA,1,NA,NA,0,NA,0,NA,NA,NA
8,4,"CO","colorado",18.5,18,18,18.5,18,17.5,49,5,11,1,5,NA,NA,NA,1,1,2,6,5,NA,1,0,NA,0,NA,0,NA,NA,NA
31,2,"NE","nebraska",18.5,12,12.5,61,74.5,87.5,50,4,12,1,5,NA,NA,NA,1,1,NA,7,6,NA,1,0,NA,NA,NA,0,NA,NA,NA
31,2,"NE","nebraska",29,0,0,30,0,0,30,6,11,1,5,NA,NA,NA,NA,NA,NA,7,6,NA,1,NA,NA,NA,NA,0,NA,NA,NA
31,2,"NE","nebraska",45,45,45,50,60,55,56,4,7,1,5,NA,NA,NA,1,2,1,1,4,NA,0,1,NA,0,0,0,0,NA,NA
13,3,"GA","georgia",24.5,25,25,25,24.5,24,51,6,15,1,5,NA,NA,NA,1,2,1,1,2,NA,0,1,NA,0,0,0,0,NA,NA
6,4,"CA","california",49,50,49,49,50,49,43,7,18,1,5,NA,NA,NA,NA,NA,1,3,1,NA,0,NA,NA,NA,NA,0,NA,NA,NA
6,4,"CA","california",43,43.5,43,46.5,43.5,49,63,4,15,1,5,NA,NA,NA,1,2,NA,3,3,NA,1,1,NA,0,NA,0,NA,NA,NA
36,1,"NY","new york",39,38,39,41,63,60,51,4,18,1,5,NA,NA,NA,NA,NA,2,7,4,NA,1,NA,NA,0,NA,0,NA,NA,NA
47,3,"TN","tennessee",34.5,34.5,35,49,43,44,67,4,10,1,5,NA,NA,NA,1,1,2,6,5,NA,1,0,NA,0,NA,0,NA,NA,NA
17,2,"IL","illinois",46,45.5,46.5,82.5,46.5,60.5,48,6,14,1,5,NA,NA,NA,0,NA,NA,5,4,NA,0,NA,NA,NA,NA,0,NA,NA,NA
20,2,"KS","kansas",38,39,39,45,45,46,34,5,15,1,5,NA,NA,NA,1,2,NA,3,4,NA,0,1,NA,0,NA,0,NA,NA,NA
51,3,"VA","virginia",25,6,19,25,13,37,35,3,8,2,5,NA,NA,NA,1,2,NA,2,4,NA,1,1,NA,0,NA,0,NA,NA,NA
47,3,"TN","tennessee",6.5,6.5,0,31,30.5,55.5,40,6,15,2,5,NA,NA,NA,1,2,NA,2,4,NA,1,1,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",41,41,40.5,46,39.5,47,38,4,8,1,5,NA,NA,NA,1,1,2,3,4,NA,1,0,NA,0,NA,0,NA,NA,NA
8,4,"CO","colorado",15.5,16,22.5,12.5,12,14.5,52,3,15,1,5,NA,NA,NA,1,2,2,1,4,NA,1,1,NA,0,NA,-1,NA,NA,NA
18,2,"IN","indiana",23,28,23,44,29,30,67,3,6,1,5,NA,NA,NA,1,2,1,1,4,NA,1,1,NA,0,0,0,0,NA,NA
6,4,"CA","california",50.5,49.5,50.5,65,50,68.5,49,4,11,1,5,NA,NA,NA,0,NA,NA,3,4,NA,1,NA,NA,NA,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,NA,NA,1,NA,0,0,0,0,NA,NA
4,4,"AZ","arizona",25,24.5,37.5,23,23.5,22.5,53,6,18,1,5,NA,NA,NA,1,2,1,1,2,NA,1,1,NA,0,0,0,0,NA,NA
41,4,"OR","oregon",30,37,36.5,31,27.5,25,62,4,16,1,5,NA,NA,NA,1,2,1,2,4,NA,0,1,NA,0,0,0,0,NA,NA
41,4,"OR","oregon",6,18,31,25,12.5,31.5,58,6,11,1,5,NA,NA,NA,1,1,2,7,6,NA,1,0,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",0,0,0,0,0,0,54,3,15,1,5,NA,NA,NA,1,2,NA,3,2,NA,1,1,NA,0,NA,0,NA,NA,NA
39,2,"OH","ohio",37,25,25,43.5,43.5,37.5,38,4,16,1,5,NA,NA,NA,1,2,2,6,4,NA,0,1,NA,0,NA,-1,NA,NA,NA
47,3,"TN","tennessee",57,49,49,54,49,49,41,6,19,1,5,NA,NA,NA,NA,NA,2,7,6,NA,1,NA,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",25,37,25,25,38,25,81,6,9,1,5,NA,NA,NA,1,2,1,3,2,NA,1,1,NA,0,0,0,0,NA,NA
6,4,"CA","california",18.5,19,19,18.5,18.5,18.5,61,4,3,1,5,NA,NA,NA,1,2,1,3,4,NA,0,1,NA,0,0,0,0,NA,NA
6,4,"CA","california",49,50,49,49,50,50,18,3,17,1,5,NA,NA,NA,1,2,NA,1,2,NA,1,1,NA,0,NA,0,NA,NA,NA
27,2,"MN","minnesota",62,50,37,62,50,37,47,7,15,1,5,NA,NA,NA,1,1,NA,6,5,NA,0,0,NA,NA,NA,0,NA,NA,NA
32,4,"NV","nevada",44.5,44,44,45,44.5,43.5,68,6,15,1,5,NA,NA,NA,1,2,1,3,1,NA,0,1,NA,0,0,0,0,NA,NA
32,4,"NV","nevada",21,36,37,50,38,50,58,6,13,1,5,NA,NA,NA,NA,NA,NA,7,6,NA,0,NA,NA,NA,NA,0,NA,NA,NA
45,3,"SC","south carolina",37,32,32.5,36,36,33,51,6,14,1,5,NA,NA,NA,1,1,NA,6,5,NA,1,0,NA,NA,NA,0,NA,NA,NA
42,1,"PA","pennsylvania",30.5,30.5,31,30,30.5,30.5,63,8,15,1,5,NA,NA,NA,1,1,2,7,6,NA,0,0,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",43.5,49.5,49.5,18.5,18.5,0,45,7,12,1,5,NA,NA,NA,1,2,1,1,2,NA,0,1,NA,0,0,0,0,NA,NA
6,4,"CA","california",36,34,35,36,36,36,72,6,6,1,5,NA,NA,NA,NA,NA,NA,7,6,NA,0,NA,NA,NA,NA,0,NA,NA,NA
45,3,"SC","south carolina",48.5,49,49,49.5,49.5,49.5,55,7,13,1,5,NA,NA,NA,1,2,1,3,2,NA,1,1,NA,0,0,0,0,NA,NA
32,4,"NV","nevada",49,43.5,50,43,50,50.5,27,6,15,1,5,NA,NA,NA,1,1,NA,7,6,NA,1,0,NA,NA,NA,0,NA,NA,NA
17,2,"IL","illinois",43,18.5,24,43,18.5,43.5,62,4,9,2,5,NA,NA,NA,1,2,NA,1,3,NA,1,1,NA,0,NA,0,NA,NA,NA
39,2,"OH","ohio",12,12,12,18.5,12,17,31,7,12,1,5,NA,NA,NA,1,1,2,6,6,NA,1,0,NA,0,NA,0,NA,NA,NA
49,4,"UT","utah",11.5,14,8,8.5,13,9.5,60,6,15,4,5,NA,NA,NA,1,2,2,1,3,NA,1,1,NA,0,NA,-1,NA,NA,NA
18,2,"IN","indiana",50,60,60,65,80,80,41,3,5,1,5,NA,NA,NA,1,2,NA,5,4,NA,1,1,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",0,0,0,38,32,50,32,4,13,4,5,NA,NA,NA,NA,NA,1,2,4,NA,1,NA,NA,NA,NA,0,NA,NA,NA
27,2,"MN","minnesota",13.5,29.5,30,42,27.5,38,52,6,10,1,5,NA,NA,NA,1,1,2,7,7,NA,1,0,NA,0,NA,0,NA,NA,NA
39,2,"OH","ohio",42,44,43,46,49,51,57,8,16,1,5,NA,NA,NA,1,2,1,3,4,NA,0,1,NA,0,0,0,0,NA,NA
12,3,"FL","florida",24,24,24,24,24,24,19,4,16,4,5,NA,NA,NA,NA,NA,NA,1,2,NA,0,NA,NA,NA,NA,0,NA,NA,NA
6,4,"CA","california",49,26,50,25,50,50,55,6,11,1,5,NA,NA,NA,1,2,1,1,1,NA,0,1,NA,0,0,0,0,NA,NA
6,4,"CA","california",24.5,18.5,24.5,18.5,18.5,19,69,7,4,1,5,NA,NA,NA,1,2,NA,1,2,NA,1,1,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",50,49.5,49,49.5,50,49,32,6,13,1,5,NA,NA,NA,0,NA,NA,3,3,NA,0,NA,NA,NA,NA,0,NA,NA,NA
39,2,"OH","ohio",37,24,49,75,50,74,57,5,15,1,5,NA,NA,NA,1,1,2,6,5,NA,0,0,NA,0,NA,0,NA,NA,NA
36,1,"NY","new york",13,12,12,41,34,43,39,8,15,1,5,NA,NA,NA,1,1,NA,6,3,NA,1,0,NA,NA,NA,0,NA,NA,NA
4,4,"AZ","arizona",37,37,44,37,36.5,43,59,6,13,1,5,NA,NA,NA,1,2,1,3,2,NA,1,1,NA,0,0,0,0,NA,NA
4,4,"AZ","arizona",68,50,50,100,28,7,46,3,10,1,5,NA,NA,NA,1,1,2,6,6,NA,1,0,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",37,25,34.5,56,62,63,69,4,16,1,5,NA,NA,NA,1,1,2,6,6,NA,0,0,NA,0,NA,0,NA,NA,NA
36,1,"NY","new york",50,50,49.5,49.5,49.5,50,58,5,13,1,5,NA,NA,NA,1,1,2,6,5,NA,0,0,NA,0,NA,0,NA,NA,NA
27,2,"MN","minnesota",25,26,25,24,25,25,61,8,16,1,5,NA,NA,NA,1,2,NA,1,2,NA,1,1,NA,0,NA,0,NA,NA,NA
32,4,"NV","nevada",50,50,50,50,49,50,69,5,12,1,5,NA,NA,NA,1,1,2,5,6,NA,0,0,NA,0,NA,0,NA,NA,NA
17,2,"IL","illinois",37,25,24.5,36.5,24.5,25,50,5,11,1,5,NA,NA,NA,1,2,1,3,3,NA,1,1,NA,0,0,0,0,NA,NA
48,3,"TX","texas",0,0,0,0,0,0,38,4,5,2,5,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA
6,4,"CA","california",43,43,31.5,43.5,43.5,30.5,45,6,18,1,5,NA,NA,NA,1,1,2,5,5,NA,0,0,NA,0,NA,0,NA,NA,NA
55,2,"WI","wisconsin",0,0,0,0,0,0,64,6,11,1,5,NA,NA,NA,1,2,1,1,3,NA,1,1,NA,0,0,0,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,NA,NA,1,NA,0,0,0,0,NA,NA
36,1,"NY","new york",24,23,36,35,34,20,46,2,10,1,5,NA,NA,NA,0,NA,NA,5,1,NA,1,NA,NA,NA,NA,0,NA,NA,NA
12,3,"FL","florida",2.5,2.5,3.5,4.5,4.5,4.5,65,4,8,1,5,NA,NA,NA,0,NA,NA,1,3,NA,1,NA,NA,NA,NA,0,NA,NA,NA
42,1,"PA","pennsylvania",19,22.5,22,19.5,22.5,22,49,6,16,1,5,NA,NA,NA,1,1,2,6,6,NA,0,0,NA,0,NA,0,NA,NA,NA
40,3,"OK","oklahoma",34,24.5,31.5,30.5,18.5,31.5,35,5,6,1,5,NA,NA,NA,0,NA,NA,6,7,NA,0,NA,NA,NA,NA,0,NA,NA,NA
48,3,"TX","texas",6,6,6,6,12,6,49,6,16,1,5,NA,NA,NA,1,1,2,6,6,NA,0,0,NA,0,NA,0,NA,NA,NA
12,3,"FL","florida",49,50,49,50,49,49,41,6,16,1,5,NA,NA,NA,1,2,2,5,4,NA,0,1,NA,0,NA,-1,NA,NA,NA
8,4,"CO","colorado",31,31,30.5,42.5,37,37.5,69,4,13,1,5,NA,NA,NA,1,1,NA,7,5,NA,0,0,NA,NA,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,NA,NA,1,NA,0,0,0,0,NA,NA
42,1,"PA","pennsylvania",12,24,37,24,24,25,47,3,13,2,5,NA,NA,NA,NA,NA,1,1,2,NA,1,NA,NA,NA,NA,0,NA,NA,NA
42,1,"PA","pennsylvania",6,25,5,33,44,45,64,7,12,2,5,NA,NA,NA,1,2,NA,1,3,NA,0,1,NA,0,NA,0,NA,NA,NA
55,2,"WI","wisconsin",12,13,47,0,12,49,54,6,11,1,5,NA,NA,NA,1,2,2,6,4,NA,1,1,NA,0,NA,-1,NA,NA,NA
48,3,"TX","texas",51.5,35.5,39.5,47.5,44,72,43,4,12,2,5,NA,NA,NA,1,2,1,1,2,NA,1,1,NA,0,0,0,0,NA,NA
56,4,"WY","wyoming",37,50,49,37,49,50,63,3,11,1,5,NA,NA,NA,NA,NA,4,5,7,NA,0,NA,NA,0,NA,0,NA,NA,NA
53,4,"WA","washington",0,25,11.5,21.5,12.5,14.5,30,4,10,4,5,NA,NA,NA,1,1,2,6,4,NA,1,0,NA,0,NA,0,NA,NA,NA
24,3,"MD","maryland",43.5,43.5,42.5,43,43,44,58,4,17,1,5,NA,NA,NA,1,2,1,1,2,NA,1,1,NA,0,0,0,0,NA,NA
48,3,"TX","texas",31,31,30.5,31,30.5,31,53,7,10,1,5,NA,NA,NA,1,1,2,7,4,NA,1,0,NA,0,NA,0,NA,NA,NA
53,4,"WA","washington",25,24,24,24,25,24,69,5,7,1,5,NA,NA,NA,1,2,2,3,4,NA,1,1,NA,0,NA,-1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,4,NA,NA,1,NA,0,NA,0,NA,NA,NA
4,4,"AZ","arizona",14,14.5,28.5,10.5,9.5,8.5,79,3,15,1,5,NA,NA,NA,1,2,NA,6,4,NA,0,1,NA,0,NA,0,NA,NA,NA
55,2,"WI","wisconsin",50,49,50,49,50,49,67,3,13,1,5,NA,NA,NA,1,2,1,3,4,NA,0,1,NA,0,0,0,0,NA,NA
47,3,"TN","tennessee",12,13,11,13,13,13,67,3,13,1,5,NA,NA,NA,NA,NA,1,1,3,NA,1,NA,NA,NA,NA,0,NA,NA,NA
6,4,"CA","california",36.5,37,36.5,31,31,31.5,54,6,17,1,5,NA,NA,NA,1,2,1,1,2,NA,1,1,NA,0,0,0,0,NA,NA
32,4,"NV","nevada",37.5,37.5,37,44,43,38,55,7,15,1,5,NA,NA,NA,1,1,2,7,7,NA,0,0,NA,0,NA,0,NA,NA,NA
55,2,"WI","wisconsin",6,0,0,6,0,0,46,5,16,1,5,NA,NA,NA,1,2,1,3,4,NA,1,1,NA,0,0,0,0,NA,NA
6,4,"CA","california",25,24,25,24,24,25,44,6,17,1,5,NA,NA,NA,1,1,NA,6,6,NA,0,0,NA,NA,NA,0,NA,NA,NA
36,1,"NY","new york",12.5,18.5,50,12,18.5,49,68,3,13,1,5,NA,NA,NA,1,1,2,6,3,NA,1,0,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",0,0,0,0,0,0,61,7,19,1,5,NA,NA,NA,1,1,2,7,5,NA,0,0,NA,0,NA,0,NA,NA,NA
39,2,"OH","ohio",49,49,49,50,49,49,60,5,10,1,5,NA,NA,NA,1,2,1,1,4,NA,1,1,NA,0,0,0,0,NA,NA
16,4,"ID","idaho",25,25,26,25,25,25,60,4,13,1,5,NA,NA,NA,1,1,2,5,4,NA,0,0,NA,0,NA,0,NA,NA,NA
42,1,"PA","pennsylvania",6,6,6.5,6,6,6,52,4,17,1,5,NA,NA,NA,1,1,2,6,5,NA,1,0,NA,0,NA,0,NA,NA,NA
42,1,"PA","pennsylvania",10.5,12.5,15.5,30.5,29.5,31,54,4,13,1,5,NA,NA,NA,1,2,1,1,4,NA,1,1,NA,0,0,0,0,NA,NA
42,1,"PA","pennsylvania",48,51,50.5,45,53,56.5,68,6,15,1,5,NA,NA,NA,1,1,2,7,6,NA,0,0,NA,0,NA,0,NA,NA,NA
53,4,"WA","washington",30,31,30,27,28,27,38,4,15,1,5,NA,NA,NA,NA,NA,1,3,3,NA,0,NA,NA,NA,NA,0,NA,NA,NA
54,3,"WV","west virginia",49,17.5,25,49,24.5,37,53,4,11,2,5,NA,NA,NA,1,2,NA,1,4,NA,1,1,NA,0,NA,0,NA,NA,NA
29,2,"MO","missouri",2,1,2,49,3,50,60,3,11,2,5,NA,NA,NA,1,2,1,1,1,NA,1,1,NA,0,0,0,0,NA,NA
1,3,"AL","alabama",49.5,40,50,49.5,37.5,50,37,5,18,1,5,NA,NA,NA,1,1,NA,7,6,NA,0,0,NA,NA,NA,0,NA,NA,NA
44,1,"RI","rhode island",25,25,25,24,25,25,61,5,5,1,5,NA,NA,NA,1,2,1,3,3,NA,1,1,NA,0,0,0,0,NA,NA
31,2,"NE","nebraska",0,49,49.5,30.5,49,49,55,6,9,4,5,NA,NA,NA,1,1,2,7,7,NA,0,0,NA,0,NA,0,NA,NA,NA
12,3,"FL","florida",26,14,13,28,29,31,52,3,15,1,5,NA,NA,NA,NA,NA,NA,7,5,NA,0,NA,NA,NA,NA,0,NA,NA,NA
12,3,"FL","florida",34,35.5,35.5,34,38,38.5,77,3,11,1,5,NA,NA,NA,1,1,2,7,5,NA,1,0,NA,0,NA,0,NA,NA,NA
55,2,"WI","wisconsin",18,12.5,19,23.5,12,10.5,52,4,12,1,5,NA,NA,NA,1,1,2,7,6,NA,1,0,NA,0,NA,0,NA,NA,NA
39,2,"OH","ohio",43,43.5,43.5,43.5,43,43.5,49,3,11,1,5,NA,NA,NA,1,1,2,6,4,NA,1,0,NA,0,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
48,3,"TX","texas",25,24.5,25,25,25,25.5,70,3,14,1,5,NA,NA,NA,1,1,2,7,6,NA,1,0,NA,0,NA,0,NA,NA,NA
41,4,"OR","oregon",33,43,42,32,41,42,73,8,15,1,5,NA,NA,NA,1,2,NA,1,3,NA,0,1,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",24.5,24,24.5,24.5,24.5,25,56,4,14,1,5,NA,NA,NA,1,2,1,1,2,NA,0,1,NA,0,0,0,0,NA,NA
48,3,"TX","texas",50,50,48,49,50,50,67,8,11,1,5,NA,NA,NA,1,2,1,1,1,NA,0,1,NA,0,0,0,0,NA,NA
42,1,"PA","pennsylvania",50,50,50,24,25,25,78,3,9,1,5,NA,NA,NA,1,2,NA,2,4,NA,1,1,NA,0,NA,0,NA,NA,NA
18,2,"IN","indiana",36.5,18,31,68,43,80.5,55,7,12,1,5,NA,NA,NA,1,1,2,6,3,NA,1,0,NA,0,NA,0,NA,NA,NA
4,4,"AZ","arizona",23,23,17,41,42,72,32,6,12,1,5,NA,NA,NA,0,NA,1,2,4,NA,0,NA,NA,NA,NA,0,1,NA,NA
55,2,"WI","wisconsin",50,36,51,61,50,0,34,4,13,1,5,NA,NA,NA,0,NA,NA,3,5,NA,1,NA,NA,NA,NA,0,NA,NA,NA
47,3,"TN","tennessee",12,49,49,36,49,50,51,6,13,2,5,NA,NA,NA,NA,NA,1,1,3,NA,1,NA,NA,NA,NA,0,NA,NA,NA
47,3,"TN","tennessee",28.5,30.5,29,31,30.5,25.5,56,7,19,1,5,NA,NA,NA,1,1,NA,6,5,NA,1,0,NA,NA,NA,0,NA,NA,NA
6,4,"CA","california",25,31,31,50.5,31,31,63,4,10,1,5,NA,NA,NA,1,2,NA,2,5,NA,1,1,NA,0,NA,0,NA,NA,NA
4,4,"AZ","arizona",13,11,12,37,13,49,47,6,18,1,5,NA,NA,NA,NA,NA,2,7,6,NA,0,NA,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",24.5,24.5,25,49,24.5,46,61,6,17,1,5,NA,NA,NA,1,2,NA,2,4,NA,1,1,NA,0,NA,0,NA,NA,NA
27,2,"MN","minnesota",35,39,39,24,27,27,58,4,10,1,5,NA,NA,NA,1,2,1,3,2,NA,1,1,NA,0,0,0,0,NA,NA
27,2,"MN","minnesota",49,49,49,50,50,50,43,7,16,1,5,NA,NA,NA,1,2,1,1,2,NA,1,1,NA,0,0,0,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,6,4,NA,NA,0,NA,0,NA,0,NA,NA,NA
36,1,"NY","new york",12,25,29,64,51,50,58,6,16,4,5,NA,NA,NA,1,1,NA,7,5,NA,0,0,NA,NA,NA,0,NA,NA,NA
36,1,"NY","new york",6,6.5,12.5,12,12.5,18,43,7,15,2,5,NA,NA,NA,1,2,1,1,4,NA,0,1,NA,0,0,0,0,NA,NA
8,4,"CO","colorado",75,63,62,55,49,49,51,6,17,4,5,NA,NA,NA,1,1,2,7,6,NA,1,0,NA,0,NA,0,NA,NA,NA
39,2,"OH","ohio",31,12,18.5,12.5,12.5,12,53,6,11,1,5,NA,NA,NA,0,NA,1,5,7,NA,1,NA,NA,NA,NA,0,1,NA,NA
49,4,"UT","utah",18.5,30.5,30.5,18.5,30,30.5,64,6,8,1,5,NA,NA,NA,1,2,1,1,2,NA,1,1,NA,0,0,0,0,NA,NA
18,2,"IN","indiana",50,37,49,62,49,49,50,5,11,1,5,NA,NA,NA,NA,NA,2,6,6,NA,1,NA,NA,0,NA,0,NA,NA,NA
36,1,"NY","new york",36,37,37,49,37,37,75,6,12,1,5,NA,NA,NA,1,1,2,6,4,NA,1,0,NA,0,NA,0,NA,NA,NA
