,County Name,County Population,Election Results,county_fips
2320,"Armstrong County, Texas","<strong>Total Population:</strong> 1,947<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.24<br>                                                <strong>Change in Diversity: </strong> 1.96X<br>",<strong>Percent Clinton:</strong> 7%<br>                                                      <strong>Percent Trump:</strong> 91%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48011
2321,"Atascosa County, Texas","<strong>Total Population:</strong> 48,435<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.50<br>                                                <strong>Change in Diversity: </strong> 0.99X<br>",<strong>Percent Clinton:</strong> 34%<br>                                                      <strong>Percent Trump:</strong> 63%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48013
2322,"Austin County, Texas","<strong>Total Population:</strong> 29,563<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.53<br>                                                <strong>Change in Diversity: </strong> 1.19X<br>",<strong>Percent Clinton:</strong> 19%<br>                                                      <strong>Percent Trump:</strong> 79%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48015
2323,"Bailey County, Texas","<strong>Total Population:</strong> 7,210<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.53<br>                                                <strong>Change in Diversity: </strong> 0.99X<br>",<strong>Percent Clinton:</strong> 22%<br>                                                      <strong>Percent Trump:</strong> 75%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48017
2324,"Bandera County, Texas","<strong>Total Population:</strong> 21,269<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.34<br>                                                <strong>Change in Diversity: </strong> 1.27X<br>",<strong>Percent Clinton:</strong> 17%<br>                                                      <strong>Percent Trump:</strong> 80%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48019
2325,"Bastrop County, Texas","<strong>Total Population:</strong> 80,527<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.59<br>                                                <strong>Change in Diversity: </strong> 1.15X<br>",<strong>Percent Clinton:</strong> 37%<br>                                                      <strong>Percent Trump:</strong> 58%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,48021
2326,"Baylor County, Texas","<strong>Total Population:</strong> 3,618<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.31<br>                                                <strong>Change in Diversity: </strong> 1.25X<br>",<strong>Percent Clinton:</strong> 13%<br>                                                      <strong>Percent Trump:</strong> 85%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48023
2327,"Bee County, Texas","<strong>Total Population:</strong> 32,874<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.57<br>                                                <strong>Change in Diversity: </strong> 0.97X<br>",<strong>Percent Clinton:</strong> 41%<br>                                                      <strong>Percent Trump:</strong> 56%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48025
2328,"Bell County, Texas","<strong>Total Population:</strong> 334,941<br>                                                <strong>Majority:</strong> White (0%)<br>                                                <strong>Diversity Index:</strong> 0.67<br>                                                <strong>Change in Diversity: </strong> 1.12X<br>",<strong>Percent Clinton:</strong> 40%<br>                                                      <strong>Percent Trump:</strong> 55%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,48027
2329,"Bexar County, Texas","<strong>Total Population:</strong> 1,897,753<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.59<br>                                                <strong>Change in Diversity: </strong> 1.00X<br>",<strong>Percent Clinton:</strong> 54%<br>                                                      <strong>Percent Trump:</strong> 41%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,48029
2330,"Blanco County, Texas","<strong>Total Population:</strong> 11,004<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.36<br>                                                <strong>Change in Diversity: </strong> 1.23X<br>",<strong>Percent Clinton:</strong> 22%<br>                                                      <strong>Percent Trump:</strong> 74%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,48031
2331,"Borden County, Texas",<strong>Total Population:</strong> 648<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.31<br>                                                <strong>Change in Diversity: </strong> 1.29X<br>,<strong>Percent Clinton:</strong> 8%<br>                                                      <strong>Percent Trump:</strong> 90%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>,48033
2332,"Bosque County, Texas","<strong>Total Population:</strong> 17,891<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.35<br>                                                <strong>Change in Diversity: </strong> 1.30X<br>",<strong>Percent Clinton:</strong> 16%<br>                                                      <strong>Percent Trump:</strong> 81%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48035
2333,"Bowie County, Texas","<strong>Total Population:</strong> 93,389<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.52<br>                                                <strong>Change in Diversity: </strong> 1.15X<br>",<strong>Percent Clinton:</strong> 26%<br>                                                      <strong>Percent Trump:</strong> 72%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48037
2334,"Brazoria County, Texas","<strong>Total Population:</strong> 346,312<br>                                                <strong>Majority:</strong> White (0%)<br>                                                <strong>Diversity Index:</strong> 0.65<br>                                                <strong>Change in Diversity: </strong> 1.28X<br>",<strong>Percent Clinton:</strong> 36%<br>                                                      <strong>Percent Trump:</strong> 60%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,48039
2335,"Brazos County, Texas","<strong>Total Population:</strong> 215,037<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.60<br>                                                <strong>Change in Diversity: </strong> 1.16X<br>",<strong>Percent Clinton:</strong> 35%<br>                                                      <strong>Percent Trump:</strong> 59%<br>                                                      <strong>Percent 3rd Party:</strong> 7%<br>,48041
2336,"Brewster County, Texas","<strong>Total Population:</strong> 9,145<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.55<br>                                                <strong>Change in Diversity: </strong> 1.03X<br>",<strong>Percent Clinton:</strong> 44%<br>                                                      <strong>Percent Trump:</strong> 49%<br>                                                      <strong>Percent 3rd Party:</strong> 7%<br>,48043
2337,"Briscoe County, Texas","<strong>Total Population:</strong> 1,505<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.48<br>                                                <strong>Change in Diversity: </strong> 1.16X<br>",<strong>Percent Clinton:</strong> 12%<br>                                                      <strong>Percent Trump:</strong> 85%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48045
2338,"Brooks County, Texas","<strong>Total Population:</strong> 7,230<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.22<br>                                                <strong>Change in Diversity: </strong> 1.27X<br>",<strong>Percent Clinton:</strong> 75%<br>                                                      <strong>Percent Trump:</strong> 24%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48047
2339,"Brown County, Texas","<strong>Total Population:</strong> 37,896<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.43<br>                                                <strong>Change in Diversity: </strong> 1.23X<br>",<strong>Percent Clinton:</strong> 12%<br>                                                      <strong>Percent Trump:</strong> 86%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48049
2340,"Burleson County, Texas","<strong>Total Population:</strong> 17,460<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.52<br>                                                <strong>Change in Diversity: </strong> 1.10X<br>",<strong>Percent Clinton:</strong> 21%<br>                                                      <strong>Percent Trump:</strong> 77%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48051
2341,"Burnet County, Texas","<strong>Total Population:</strong> 45,463<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.41<br>                                                <strong>Change in Diversity: </strong> 1.34X<br>",<strong>Percent Clinton:</strong> 20%<br>                                                      <strong>Percent Trump:</strong> 77%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,48053
2342,"Caldwell County, Texas","<strong>Total Population:</strong> 40,522<br>                                                <strong>Majority:</strong> Hispanic (0%)<br>                                                <strong>Diversity Index:</strong> 0.59<br>                                                <strong>Change in Diversity: </strong> 1.01X<br>",<strong>Percent Clinton:</strong> 40%<br>                                                      <strong>Percent Trump:</strong> 56%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,48055
2343,"Calhoun County, Texas","<strong>Total Population:</strong> 21,895<br>                                                <strong>Majority:</strong> Hispanic (0%)<br>                                                <strong>Diversity Index:</strong> 0.59<br>                                                <strong>Change in Diversity: </strong> 1.04X<br>",<strong>Percent Clinton:</strong> 30%<br>                                                      <strong>Percent Trump:</strong> 67%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48057
2344,"Callahan County, Texas","<strong>Total Population:</strong> 13,557<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.24<br>                                                <strong>Change in Diversity: </strong> 1.60X<br>",<strong>Percent Clinton:</strong> 10%<br>                                                      <strong>Percent Trump:</strong> 87%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48059
2345,"Cameron County, Texas","<strong>Total Population:</strong> 422,156<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.22<br>                                                <strong>Change in Diversity: </strong> 0.79X<br>",<strong>Percent Clinton:</strong> 65%<br>                                                      <strong>Percent Trump:</strong> 32%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48061
2346,"Camp County, Texas","<strong>Total Population:</strong> 12,682<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.59<br>                                                <strong>Change in Diversity: </strong> 1.14X<br>",<strong>Percent Clinton:</strong> 28%<br>                                                      <strong>Percent Trump:</strong> 70%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48063
2347,"Carson County, Texas","<strong>Total Population:</strong> 5,969<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.25<br>                                                <strong>Change in Diversity: </strong> 1.46X<br>",<strong>Percent Clinton:</strong> 8%<br>                                                      <strong>Percent Trump:</strong> 89%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48065
2348,"Cass County, Texas","<strong>Total Population:</strong> 30,313<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.38<br>                                                <strong>Change in Diversity: </strong> 1.06X<br>",<strong>Percent Clinton:</strong> 19%<br>                                                      <strong>Percent Trump:</strong> 79%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48067
2349,"Castro County, Texas","<strong>Total Population:</strong> 7,656<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.51<br>                                                <strong>Change in Diversity: </strong> 0.95X<br>",<strong>Percent Clinton:</strong> 26%<br>                                                      <strong>Percent Trump:</strong> 71%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48069
2350,"Chambers County, Texas","<strong>Total Population:</strong> 38,863<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.50<br>                                                <strong>Change in Diversity: </strong> 1.33X<br>",<strong>Percent Clinton:</strong> 18%<br>                                                      <strong>Percent Trump:</strong> 80%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48071
2351,"Cherokee County, Texas","<strong>Total Population:</strong> 51,542<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.56<br>                                                <strong>Change in Diversity: </strong> 1.18X<br>",<strong>Percent Clinton:</strong> 21%<br>                                                      <strong>Percent Trump:</strong> 77%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48073
2352,"Childress County, Texas","<strong>Total Population:</strong> 7,088<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.57<br>                                                <strong>Change in Diversity: </strong> 1.07X<br>",<strong>Percent Clinton:</strong> 12%<br>                                                      <strong>Percent Trump:</strong> 86%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>,48075
2353,"Clay County, Texas","<strong>Total Population:</strong> 10,360<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.18<br>                                                <strong>Change in Diversity: </strong> 1.53X<br>",<strong>Percent Clinton:</strong> 11%<br>                                                      <strong>Percent Trump:</strong> 87%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48077
2354,"Cochran County, Texas","<strong>Total Population:</strong> 2,953<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.56<br>                                                <strong>Change in Diversity: </strong> 1.01X<br>",<strong>Percent Clinton:</strong> 21%<br>                                                      <strong>Percent Trump:</strong> 75%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,48079
2355,"Coke County, Texas","<strong>Total Population:</strong> 3,238<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.39<br>                                                <strong>Change in Diversity: </strong> 1.18X<br>",<strong>Percent Clinton:</strong> 10%<br>                                                      <strong>Percent Trump:</strong> 89%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>,48081
2356,"Coleman County, Texas","<strong>Total Population:</strong> 8,338<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.37<br>                                                <strong>Change in Diversity: </strong> 1.23X<br>",<strong>Percent Clinton:</strong> 11%<br>                                                      <strong>Percent Trump:</strong> 87%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48083
2357,"Collin County, Texas","<strong>Total Population:</strong> 914,127<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.60<br>                                                <strong>Change in Diversity: </strong> 1.49X<br>",<strong>Percent Clinton:</strong> 39%<br>                                                      <strong>Percent Trump:</strong> 56%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,48085
2358,"Collingsworth County, Texas","<strong>Total Population:</strong> 3,044<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.56<br>                                                <strong>Change in Diversity: </strong> 1.25X<br>",<strong>Percent Clinton:</strong> 13%<br>                                                      <strong>Percent Trump:</strong> 85%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48087
2359,"Colorado County, Texas","<strong>Total Population:</strong> 20,870<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.58<br>                                                <strong>Change in Diversity: </strong> 1.11X<br>",<strong>Percent Clinton:</strong> 23%<br>                                                      <strong>Percent Trump:</strong> 75%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48089
2360,"Comal County, Texas","<strong>Total Population:</strong> 129,048<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.46<br>                                                <strong>Change in Diversity: </strong> 1.19X<br>",<strong>Percent Clinton:</strong> 23%<br>                                                      <strong>Percent Trump:</strong> 73%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,48091
2361,"Comanche County, Texas","<strong>Total Population:</strong> 13,430<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.43<br>                                                <strong>Change in Diversity: </strong> 1.21X<br>",<strong>Percent Clinton:</strong> 15%<br>                                                      <strong>Percent Trump:</strong> 83%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48093
2362,"Concho County, Texas","<strong>Total Population:</strong> 4,081<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.53<br>                                                <strong>Change in Diversity: </strong> 1.05X<br>",<strong>Percent Clinton:</strong> 14%<br>                                                      <strong>Percent Trump:</strong> 83%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48095
2363,"Cooke County, Texas","<strong>Total Population:</strong> 39,229<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.39<br>                                                <strong>Change in Diversity: </strong> 1.46X<br>",<strong>Percent Clinton:</strong> 17%<br>                                                      <strong>Percent Trump:</strong> 81%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48097
2364,"Coryell County, Texas","<strong>Total Population:</strong> 75,503<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.59<br>                                                <strong>Change in Diversity: </strong> 1.04X<br>",<strong>Percent Clinton:</strong> 28%<br>                                                      <strong>Percent Trump:</strong> 67%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,48099
2365,"Cottle County, Texas","<strong>Total Population:</strong> 1,426<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.52<br>                                                <strong>Change in Diversity: </strong> 1.14X<br>",<strong>Percent Clinton:</strong> 14%<br>                                                      <strong>Percent Trump:</strong> 83%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48101
2366,"Crane County, Texas","<strong>Total Population:</strong> 5,048<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.52<br>                                                <strong>Change in Diversity: </strong> 0.96X<br>",<strong>Percent Clinton:</strong> 22%<br>                                                      <strong>Percent Trump:</strong> 76%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48103
2367,"Crockett County, Texas","<strong>Total Population:</strong> 3,710<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.51<br>                                                <strong>Change in Diversity: </strong> 0.98X<br>",<strong>Percent Clinton:</strong> 27%<br>                                                      <strong>Percent Trump:</strong> 70%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48105
2368,"Crosby County, Texas","<strong>Total Population:</strong> 5,977<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.56<br>                                                <strong>Change in Diversity: </strong> 1.01X<br>",<strong>Percent Clinton:</strong> 27%<br>                                                      <strong>Percent Trump:</strong> 69%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,48107
2369,"Culberson County, Texas","<strong>Total Population:</strong> 2,236<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.45<br>                                                <strong>Change in Diversity: </strong> 1.08X<br>",<strong>Percent Clinton:</strong> 60%<br>                                                      <strong>Percent Trump:</strong> 37%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,48109
2370,"Dallam County, Texas","<strong>Total Population:</strong> 7,121<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.56<br>                                                <strong>Change in Diversity: </strong> 1.23X<br>",<strong>Percent Clinton:</strong> 14%<br>                                                      <strong>Percent Trump:</strong> 82%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,48111
2371,"Dallas County, Texas","<strong>Total Population:</strong> 2,553,385<br>                                                <strong>Majority:</strong> Hispanic (0%)<br>                                                <strong>Diversity Index:</strong> 0.71<br>                                                <strong>Change in Diversity: </strong> 1.05X<br>",<strong>Percent Clinton:</strong> 61%<br>                                                      <strong>Percent Trump:</strong> 35%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,48113
2372,"Dawson County, Texas","<strong>Total Population:</strong> 13,520<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.57<br>                                                <strong>Change in Diversity: </strong> 0.98X<br>",<strong>Percent Clinton:</strong> 23%<br>                                                      <strong>Percent Trump:</strong> 74%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48115
2373,"Deaf Smith County, Texas","<strong>Total Population:</strong> 18,952<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.46<br>                                                <strong>Change in Diversity: </strong> 0.88X<br>",<strong>Percent Clinton:</strong> 28%<br>                                                      <strong>Percent Trump:</strong> 69%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48117
2374,"Delta County, Texas","<strong>Total Population:</strong> 5,217<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.33<br>                                                <strong>Change in Diversity: </strong> 1.38X<br>",<strong>Percent Clinton:</strong> 18%<br>                                                      <strong>Percent Trump:</strong> 81%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48119
2375,"Denton County, Texas","<strong>Total Population:</strong> 780,612<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.58<br>                                                <strong>Change in Diversity: </strong> 1.44X<br>",<strong>Percent Clinton:</strong> 38%<br>                                                      <strong>Percent Trump:</strong> 58%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,48121
2376,"DeWitt County, Texas","<strong>Total Population:</strong> 20,797<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.57<br>                                                <strong>Change in Diversity: </strong> 1.05X<br>",<strong>Percent Clinton:</strong> 17%<br>                                                      <strong>Percent Trump:</strong> 81%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48123
2377,"Dickens County, Texas","<strong>Total Population:</strong> 2,206<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.53<br>                                                <strong>Change in Diversity: </strong> 1.08X<br>",<strong>Percent Clinton:</strong> 14%<br>                                                      <strong>Percent Trump:</strong> 83%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48125
2378,"Dimmit County, Texas","<strong>Total Population:</strong> 10,980<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.28<br>                                                <strong>Change in Diversity: </strong> 1.00X<br>",<strong>Percent Clinton:</strong> 67%<br>                                                      <strong>Percent Trump:</strong> 30%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48127
2379,"Donley County, Texas","<strong>Total Population:</strong> 3,499<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.32<br>                                                <strong>Change in Diversity: </strong> 1.48X<br>",<strong>Percent Clinton:</strong> 13%<br>                                                      <strong>Percent Trump:</strong> 84%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48129
2380,"Duval County, Texas","<strong>Total Population:</strong> 11,388<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.23<br>                                                <strong>Change in Diversity: </strong> 1.02X<br>",<strong>Percent Clinton:</strong> 67%<br>                                                      <strong>Percent Trump:</strong> 32%<br>                                                      <strong>Percent 3rd Party:</strong> 1%<br>,48131
2381,"Eastland County, Texas","<strong>Total Population:</strong> 18,171<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.35<br>                                                <strong>Change in Diversity: </strong> 1.38X<br>",<strong>Percent Clinton:</strong> 11%<br>                                                      <strong>Percent Trump:</strong> 87%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48133
2382,"Ector County, Texas","<strong>Total Population:</strong> 159,436<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.56<br>                                                <strong>Change in Diversity: </strong> 0.99X<br>",<strong>Percent Clinton:</strong> 28%<br>                                                      <strong>Percent Trump:</strong> 69%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48135
2383,"Edwards County, Texas","<strong>Total Population:</strong> 1,894<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.54<br>                                                <strong>Change in Diversity: </strong> 1.01X<br>",<strong>Percent Clinton:</strong> 28%<br>                                                      <strong>Percent Trump:</strong> 70%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48137
2384,"Ellis County, Texas","<strong>Total Population:</strong> 163,632<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.54<br>                                                <strong>Change in Diversity: </strong> 1.19X<br>",<strong>Percent Clinton:</strong> 26%<br>                                                      <strong>Percent Trump:</strong> 71%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48139
2385,"El Paso County, Texas","<strong>Total Population:</strong> 835,593<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.35<br>                                                <strong>Change in Diversity: </strong> 0.93X<br>",<strong>Percent Clinton:</strong> 69%<br>                                                      <strong>Percent Trump:</strong> 26%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,48141
2386,"Erath County, Texas","<strong>Total Population:</strong> 41,122<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.39<br>                                                <strong>Change in Diversity: </strong> 1.32X<br>",<strong>Percent Clinton:</strong> 16%<br>                                                      <strong>Percent Trump:</strong> 81%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48143
2387,"Falls County, Texas","<strong>Total Population:</strong> 17,142<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.63<br>                                                <strong>Change in Diversity: </strong> 1.07X<br>",<strong>Percent Clinton:</strong> 32%<br>                                                      <strong>Percent Trump:</strong> 66%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48145
2388,"Fannin County, Texas","<strong>Total Population:</strong> 33,693<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.35<br>                                                <strong>Change in Diversity: </strong> 1.27X<br>",<strong>Percent Clinton:</strong> 18%<br>                                                      <strong>Percent Trump:</strong> 80%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48147
2389,"Fayette County, Texas","<strong>Total Population:</strong> 25,110<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.44<br>                                                <strong>Change in Diversity: </strong> 1.27X<br>",<strong>Percent Clinton:</strong> 19%<br>                                                      <strong>Percent Trump:</strong> 78%<br>                                                      <strong>Percent 3rd Party:</strong> 2%<br>,48149
2390,"Fisher County, Texas","<strong>Total Population:</strong> 3,827<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.48<br>                                                <strong>Change in Diversity: </strong> 1.21X<br>",<strong>Percent Clinton:</strong> 23%<br>                                                      <strong>Percent Trump:</strong> 73%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48151
2391,"Floyd County, Texas","<strong>Total Population:</strong> 5,901<br>                                                <strong>Majority:</strong> Hispanic (1%)<br>                                                <strong>Diversity Index:</strong> 0.55<br>                                                <strong>Change in Diversity: </strong> 1.00X<br>",<strong>Percent Clinton:</strong> 22%<br>                                                      <strong>Percent Trump:</strong> 75%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48153
2392,"Foard County, Texas","<strong>Total Population:</strong> 1,220<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.42<br>                                                <strong>Change in Diversity: </strong> 1.18X<br>",<strong>Percent Clinton:</strong> 22%<br>                                                      <strong>Percent Trump:</strong> 75%<br>                                                      <strong>Percent 3rd Party:</strong> 3%<br>,48155
